seed,target,attack,fpr,tpr
1,Non-private (overfit),confidence,0.002253933904734791,0.001806036782640057
1,Non-private (overfit),confidence,0.002411864699640997,0.0019325838939431067
1,Non-private (overfit),confidence,0.0025808615404180743,0.0020679980291811494
1,Non-private (overfit),confidence,0.002761699813343849,0.002212900491461418
1,Non-private (overfit),confidence,0.002955209235202888,0.0023679561179510322
1,Non-private (overfit),confidence,0.0031622776601683794,0.0025338763302631246
1,Non-private (overfit),confidence,0.003383855153428233,0.0027114223985803152
1,Non-private (overfit),confidence,0.0036209583502459165,0.0029014089344919203
1,Non-private (overfit),confidence,0.0038746751204561283,0.0031047076285706156
1,Non-private (overfit),confidence,0.004146169559796819,0.003322251249837195
1,Non-private (overfit),confidence,0.004436687330978612,0.003555037925463631
1,Non-private (overfit),confidence,0.004747561378997425,0.003804135720350501
1,Non-private (overfit),confidence,0.005080218046913023,0.004070687537590563
1,Non-private (overfit),confidence,0.005436183620153837,0.004355916362302754
1,Non-private (overfit),confidence,0.005817091329374358,0.00466113087289612
1,Non-private (overfit),confidence,0.006224688843995439,0.0049877314455091665
1,Non-private (overfit),confidence,0.006660846290809154,0.005337216579174002
1,Non-private (overfit),confidence,0.007127564834438914,0.0057111897711850275
1,Non-private (overfit),confidence,0.007626985859023444,0.006111366874217503
1,Non-private (overfit),confidence,0.008161400793251826,0.006539583968951784
1,Non-private (overfit),confidence,0.008733261623828438,0.006997805788324069
1,Non-private (overfit),confidence,0.009345192145605374,0.0074881347320555885
1,Non-private (overfit),confidence,0.01,0.008012820512820514
1,Non-private (overfit),confidence,0.010700689556931747,0.008574270478310695
1,Non-private (overfit),confidence,0.011450475699382817,0.009175060656556745
1,Non-private (overfit),confidence,0.012252798573828645,0.009817947575183209
1,Non-private (overfit),confidence,0.013111339374215644,0.010456430728886539
1,Non-private (overfit),confidence,0.014030037231905735,0.010784537106633
1,Non-private (overfit),confidence,0.015013107289081735,0.011135633555624429
1,Non-private (overfit),confidence,0.01606506003853728,0.01125
1,Non-private (overfit),confidence,0.017190722018585746,0.011666666666666667
1,Non-private (overfit),confidence,0.01839525795803971,0.012916666666666667
1,Non-private (overfit),confidence,0.019684194472866123,0.01375
1,Non-private (overfit),confidence,0.02106344542324121,0.014583333333333334
1,Non-private (overfit),confidence,0.022539339047347912,0.014583333333333334
1,Non-private (overfit),confidence,0.024118646996409972,0.015
1,Non-private (overfit),confidence,0.02580861540418074,0.017083333333333332
1,Non-private (overfit),confidence,0.02761699813343848,0.018333333333333333
1,Non-private (overfit),confidence,0.029552092352028863,0.020416666666666666
